Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Log_Returns,Rolling_Volatility
2024-08-12,536.11,0.259999999999991,0.000485210413361931,537.14,533.9,538.63,4646590,2491100431.0,-0.016501475123976143,0.13863402420763046
2024-08-09,535.85,2.27999999999997,0.00427310381018418,532.74,531.44,537.35,3635642,1945409331.0,-0.00048509273685300907,0.13873591916780045
2024-08-08,533.57,12.08,0.0231643943316268,526.6,524.7,534.14,3865197,2054158688.0,-0.004264000027157209,0.1388449528705028
2024-08-07,521.49,-3.63,-0.00691270566727604,531.37,520.86,534.4554,6968608,3666228194.0,-0.02290017233029026,0.1502797181440518
2024-08-06,525.12,4.94000000000005,0.00949671267638136,522.12,519.9266,532.59,6335497,3337338538.0,0.0069367091001674526,0.14717077244073076
2024-08-05,520.18,-15.59,-0.029098307109394,514.37,513.02,526.39,10545182,5485612296.0,-0.009451902377519769,0.14762032659367957
2024-08-02,535.77,-10.28,-0.0188261148246497,538.68,531.46,539.86,5429262,2902723314.0,0.02953005897731175,0.17486454790060718
2024-08-01,546.05,-7.2700000000001,-0.0131388708161644,555.57,542.35,557.82,4487176,2458172282.0,0.019005582142219143,0.18500178746552673
2024-07-31,553.32,8.5,0.0156014830586249,551.89,550.56,556.4,4102251,2270164186.0,0.013225949362877222,0.18916855097308213
2024-07-30,544.82,-2.94999999999993,-0.00538547200467337,549.23,541.46,550.265,3670904,2000525204.0,-0.015481031125603709,0.19279621399550773
2024-07-29,547.77,0.379999999999995,0.00069420340159666,548.99,545.69,550.015,2735177,1499685498.0,0.005400025935740466,0.1912117003392194
2024-07-26,547.39,6.04999999999995,0.0111759707392765,545.2,544.44,550.15,3520560,1926530751.0,-0.0006939625538736565,0.1909374330285196
2024-07-25,541.34,-2.87,-0.00527369949100532,544.32,540.38,550.43,4419647,2403860707.0,-0.011113981014260291,0.19091251649063623
2024-07-24,544.21,-12.5699999999999,-0.0225762419627141,551.82,543.26,552.14,6323810,3451983103.0,0.005287654528906449,0.18488693893233957
2024-07-23,556.78,-0.930000000000064,-0.00166753330584007,557.56,556.28,559.73,2344740,1308102468.0,0.022834987057334225,0.19674193810712448
2024-07-22,557.71,5.73000000000002,0.0103808108989456,556.05,554.04,558.28,2352609,1309414765.0,0.0016689251870570753,0.1967097306694842
2024-07-19,551.98,-3.62,-0.00651547876169907,555.42,550.915,557.01,2999823,1658309756.0,-0.010327300285268218,0.18915544445010524
2024-07-18,555.6,-4.42999999999995,-0.00791029052015062,561.57,553.48,562.56,3420347,1904755297.0,0.0065367971435418455,0.1885581999867076
2024-07-17,560.03,-7.93000000000006,-0.0139622508627369,561.81,559.645,563.51,2759235,1547723484.0,0.007941742842679789,0.19008468256259864
2024-07-16,567.96,3.35000000000002,0.00593329909140827,566.06,565.16,568.24,2379474,1348407605.0,0.014060639983288346,0.1937611948964733
2024-07-15,564.61,1.57000000000005,0.00278843421426551,565.09,562.69,567.88,3680191,2080671453.0,-0.005915766389349034,0.1944929339807808
2024-07-12,563.04,3.57999999999993,0.0063990276337896,560.63,560.3,566.725,2778460,1566434351.0,-0.002784553743532999,0.19447766124414823
2024-07-11,559.46,-4.78999999999996,-0.00848914488258744,564.5,558.83,565.3592,2863707,1606296749.0,-0.006378640780930753,0.19281194369274635
2024-07-10,564.25,5.32000000000005,0.00951818653498658,560.1,559.79,564.71,2124321,1194350364.0,0.008525382905300905,0.19282394840697892
2024-07-09,558.93,0.519999999999982,0.000931215415196687,559.21,558.54,560.13,2258885,1263068259.0,-0.009473173997273003,0.19447874428825054
2024-07-08,558.41,0.649999999999977,0.00116537578886972,558.46,557.2,559.26,3145031,1755480784.0,-0.0009307821031057028,0.19442553194033121
2024-07-05,557.76,3.42999999999995,0.00618764995580241,554.75,554.2,558.0593,2759762,1536652197.0,-0.001164697265610344,0.1925766631930943
2024-07-03,554.33,2.42000000000007,0.0043847728796363,551.61,551.61,554.81,4554933,2522867609.0,-0.006168585054021587,0.19331023567786193
2024-07-02,551.91,3.5,0.00638208639521526,546.67,546.6,552.01,2599521,1429025878.0,-0.00437518777183296,0.18711007252505676
2024-07-01,548.41,1.17999999999995,0.00215631452953959,548.58,545.5669,548.83,3912466,2143791612.0,-0.006361807118833437,0.18783871669141944
2024-06-28,547.23,-2.09000000000003,-0.0038047039976699,550.11,545.87,553.25,5968895,3272977934.0,-0.0021539930200352195,0.18123605625076297
2024-06-27,549.32,0.800000000000068,0.00145847006490204,548.33,547.57,549.86,6369148,3496107769.0,0.003811960295148256,0.18142292902893728
2024-06-26,548.52,0.840000000000032,0.0015337423312884,546.63,546.01,549.17,10241939,5615182520.0,-0.0014574075304279192,0.18092013797582726
2024-06-25,547.68,2.06999999999994,0.00379391873316093,546.89,545.45,548.14,4825132,2639760810.0,-0.0015325673497781163,0.16649680540982484
2024-06-24,545.61,-1.39999999999998,-0.00255936820167817,547.27,545.52,549.88,3857005,2109313288.0,-0.003786739974838892,0.16642944150516434
2024-06-21,547.01,-0.930000000000064,-0.00169726612402829,547.34,546.0,548.57,5107253,2794825991.0,0.002562648983488611,0.16331342659222906
2024-06-20,547.94,-1.69999999999993,-0.00309293355650959,550.64,546.41,551.29,5709638,3132175953.0,0.0016987081120321077,0.14037541463764114
2024-06-18,549.64,1.33000000000004,0.00242563513341001,548.36,547.91,549.77,5221811,2867758468.0,0.0030977265610165694,0.12955123582306258
2024-06-17,548.31,4.44999999999993,0.00818225278564324,543.24,542.76,549.59,5746755,3144867390.0,-0.002422698029113214,0.1237051197900692
2024-06-14,543.86,0.190000000000055,0.000349476704618711,542.06,541.0101,543.96,5444643,2957815914.0,-0.008148959640645048,0.1175605274470229
2024-06-13,543.67,1.13999999999999,0.00210126628942176,544.28,540.75,544.47,4779551,2595774334.0,-0.0003494156518591537,0.11641605063903859
2024-06-12,542.53,4.48000000000002,0.00832636372084382,542.78,541.46,545.23,5384334,2923177321.0,-0.002099061717134315,0.11653373670417075
2024-06-11,538.05,-0.280000000000086,-0.000520127059610437,535.19,533.11,538.14,3888399,2084863012.0,-0.008291890778420682,0.11452726694210469
2024-06-10,538.33,1.60000000000002,0.00298101466286592,536.0,535.29,538.688,2460390,1322586464.0,0.0005202623726115804,0.11336873891480709
2024-06-07,536.73,-0.67999999999995,-0.00126532814796887,536.26,535.24,539.62,3081868,1655979870.0,-0.002976580249171545,0.08968242810602392
2024-06-06,537.41,-0.0199999999999818,-3.72141488193473e-05,537.76,535.38,538.09,25007807,13431785383.0,0.0012661293515582193,0.08957711693092976
2024-06-05,537.43,6.3599999999999,0.0119758223962941,533.51,531.42,537.43,3201313,1714179416.0,3.721484128299426e-05,0.08537448397432953
2024-06-04,531.07,0.780000000000086,0.00147089328480659,529.16,527.61,531.82,2188900,1159553086.0,-0.011904679667128534,0.08811986526785874
2024-06-03,530.29,0.329999999999927,0.000622688504792677,531.71,525.25,531.83,2958436,1416230225.0,-0.0014698125808825715,0.08345037697714144
2024-05-31,529.96,4.63999999999999,0.00883271149013932,526.18,520.96,530.19,3933658,2066928174.0,-0.0006224947147487443,0.0687224833612367
2024-05-30,525.32,-3.42999999999995,-0.00648699763593371,527.16,523.93,527.8285,2719890,1431389634.0,-0.008793931282963196,0.07051815720769611
2024-05-29,528.75,-3.80999999999995,-0.00715412347904451,528.33,528.01,529.9493,4272392,2260234891.0,0.0065081296435285365,0.07507839410923912
2024-05-28,532.56,0.409999999999968,0.000770459456919982,532.94,529.7999,533.16,3431637,1825312478.0,0.007179836931960249,0.07855860385373566
2024-05-24,532.15,3.50999999999999,0.00663967917675543,530.49,529.54,532.93,1921094,1021522558.0,-0.0007701628053947973,0.07248891864553347
2024-05-23,528.64,-3.88999999999999,-0.0073047527838807,535.65,527.37,535.74,2664987,1414715537.0,-0.0066177335944947535,0.07035559872037478
2024-05-22,532.53,-1.51999999999998,-0.00284617545173669,533.3,530.29,534.0189,3052614,1625475469.0,0.007331563132263541,0.07520889745858614
2024-05-21,534.05,1.29999999999995,0.00244016893477232,531.92,531.76,534.18,2675985,1426587959.0,0.002850233510882312,0.07629474468405742
2024-05-20,532.75,0.620000000000005,0.00116512882190443,532.22,531.82,534.24,2269967,1209960014.0,-0.002437196556977854,0.07504476598501016
2024-05-17,532.13,0.899999999999977,0.00169418142800666,531.45,529.945,532.17,4234595,2251010349.0,-0.001164450586088878,0.07448510666447146
2024-05-16,531.23,-1.25,-0.00234750600961538,532.53,531.17,534.18,5526537,2940741935.0,-0.0016927479215028743,0.07289473124542194
2024-05-15,532.48,6.51999999999998,0.0123963799528481,528.51,527.8245,532.74,3568824,1893884729.0,0.002350265721654418,0.07347447540349578
2024-05-14,525.96,2.38999999999999,0.00456481463796624,523.7,523.17,526.425,3288312,1726183749.0,-0.012320173974070973,0.07912310566245352
2024-05-13,523.57,0.180000000000064,0.000343911805728164,525.2,522.38,525.27,2566804,1344106975.0,-0.004554427469962327,0.0796336134697484
2024-05-10,523.39,0.730000000000018,0.00139670148853943,524.41,522.1883,525.25,2421321,1267600305.0,-0.00034385268161831725,0.07971059273996592
2024-05-09,522.66,2.85000000000002,0.00548277255150925,519.99,519.28,522.785,3153073,1645358361.0,-0.0013957270082819208,0.07941839811275124
2024-05-08,519.81,-0.0500000000000682,-9.61797406995503e-05,517.8,517.73,520.28,3693482,1919153382.0,-0.005467796867990614,0.07931842322231873
2024-05-07,519.86,0.669999999999959,0.00129047169629607,520.12,519.01,521.12,6597764,3430747881.0,9.618436626735031e-05,0.07885635105648157
2024-05-06,519.19,5.35000000000002,0.0104118013389382,516.29,515.85,519.19,5099654,2637678224.0,-0.0012896397533522636,0.07752489453084216
2024-05-03,513.84,6.38000000000005,0.0125724195010445,513.73,511.07,515.03,3003970,1542072492.0,-0.010357971854242991,0.0813090381980642
2024-05-02,507.46,4.59999999999997,0.00914767529729938,506.68,501.97,508.37,3670332,1857682949.0,-0.012494042873865678,0.0849804609379965
2024-05-01,502.86,-1.57999999999998,-0.00313218618666241,503.8,502.3535,510.69,5061578,2556036050.0,-0.009106088736801502,0.08699164150218924
2024-04-30,504.44,-8.15000000000003,-0.0158996468912777,511.06,504.44,512.06,4931189,2502271895.0,0.0031371017488039245,0.08856370989551603
2024-04-29,512.59,1.82000000000005,0.00356324764571148,512.65,509.765,513.27,3102717,1589101216.0,0.01602740226339879,0.1016488877951954
2024-04-26,510.77,4.94999999999999,0.00978608991340791,508.85,508.21,512.39,4026864,2057949857.0,-0.00355691431916747,0.10159119880899452
2024-04-25,505.82,-2.15000000000003,-0.00423253341732786,501.61,499.95,506.75,3714401,1871420129.0,-0.009738516257097624,0.1041575311028649
2024-04-24,507.97,-0.199999999999989,-0.000393569081212958,509.03,505.64,509.85,4457836,2263675538.0,0.004241515941742175,0.10531318070620474
2024-04-23,508.17,6.05000000000001,0.0120489126105314,504.23,503.68,508.55,4221897,2141843686.0,0.0003936465498506818,0.10537455500145249
2024-04-22,502.12,4.59000000000003,0.00922557433722596,500.33,497.85,504.83,4210785,2110797238.0,-0.011976902316392505,0.10543453372376459
2024-04-19,497.53,-4.35000000000002,-0.00866741053638324,501.86,496.3,502.89,6355493,3169309022.0,-0.009183278661885399,0.10753034821599708
2024-04-18,501.88,-1.16000000000003,-0.00230597964376595,504.43,501.0,506.58,4808714,2418987801.0,0.00870519100337669,0.11197004632848123
2024-04-17,503.04,-2.94,-0.00581050634412427,508.53,501.58,508.67,7635514,3856032648.0,0.0023086425092881313,0.11057148763305757
2024-04-16,505.98,-0.96999999999997,-0.00191340368872664,507.37,504.68,508.99,8287424,4198153820.0,0.005827453013818199,0.11016291334529466
2024-04-15,506.95,-6.35999999999996,-0.0123901735793185,517.69,506.05,517.81,6399022,3273591434.0,0.0019152365839836345,0.10759884951185801
2024-04-12,513.31,-7.28000000000009,-0.0139841333871186,516.93,511.6,518.35,6513700,3352078680.0,0.012467571762432562,0.11510978860940645
2024-04-11,520.59,3.87,0.0074895494658616,518.2,514.6,522.02,4333430,2247274818.0,0.014082832609500917,0.12207059066311458
2024-04-10,516.72,-5.05999999999995,-0.00969757369006084,515.98,514.61,518.69,4616404,2383963155.0,-0.007461642046304864,0.12133861363857308
2024-04-09,521.78,0.649999999999977,0.00124728954387576,523.04,516.88,523.28,4964334,2582496446.0,0.009744901382208217,0.12483697146671383
2024-04-08,521.13,0.139999999999986,0.000268719169273856,521.71,520.4303,522.74,10802265,5631715353.0,-0.0012465123244839607,0.12474685386391875
2024-04-05,520.99,5.38,0.0104342429355521,517.0,516.55,523.0,5275902,2744133342.0,-0.00026868307074463544,0.12474707818657738
2024-04-04,515.61,-6.41999999999996,-0.0122981437848399,526.09,515.27,526.435,7222714,3765687881.0,-0.010380181954491178,0.1278471387352052
2024-04-03,522.03,0.579999999999927,0.00111228305686054,520.26,520.21,523.509,5820194,3039576050.0,0.012374391738890735,0.13331055180403797
2024-04-02,521.45,-3.42999999999995,-0.00653482700807794,520.77,519.04,521.52,7653126,3982801912.0,-0.0011116649283746866,0.12866924845017036
2024-04-01,524.88,-0.850000000000023,-0.00161679949784114,526.36,523.54,526.96,6170817,3240105963.0,0.006556272469400092,0.12949410303660425
2024-03-28,525.73,0.00999999999999091,1.90215323746308e-05,525.84,525.34,527.155,4717027,2481115798.0,0.0016181079286530465,0.12956269519397237
2024-03-27,525.72,4.54000000000008,0.0087110019570975,524.26,522.02,525.77,4777627,2501429343.0,-1.9021351467608384e-05,0.12948150635551148
2024-03-26,521.18,-1.10000000000002,-0.00210614995787704,523.82,520.95,524.13,5932607,3102646083.0,-0.008673280084797595,0.13102372964007414
2024-03-25,522.28,-1.63999999999999,-0.00313024889296073,522.31,522.15,523.48,6297224,3292409059.0,0.0021083710108279804,0.13115457999599822
2024-03-22,523.92,-0.700000000000045,-0.00133429911173811,524.63,523.52,525.17,6940066,3637381738.0,0.003135158369960205,0.13135793848432864
2024-03-21,524.62,-0.0499999999999545,-9.52979968360198e-05,525.97,524.46,526.66,4519983,2375189471.0,0.0013351900814327629,0.12742475782697493
2024-03-20,524.67,4.82999999999993,0.00929132040627871,519.94,519.245,524.8101,5450050,2844211069.0,9.530253797871509e-05,0.12117488645043804
2024-03-19,519.84,2.99000000000001,0.00578504401663927,516.3,515.27,520.14,4569155,2368719998.0,-0.009248421608419278,0.12127983563903925
2024-03-18,516.85,3.62,0.00705336788574324,518.16,516.33,519.65,13385201,6923434485.0,-0.005768374906296474,0.1227223570780682
2024-03-15,513.23,-4.21000000000004,-0.00813620902906624,514.28,512.43,515.8,8081104,4150493903.0,-0.007028609239530286,0.11588149355980074
2024-03-14,517.44,-1.13,-0.00217906936382744,519.52,514.32,519.68,20332553,10498099259.0,0.00816948861377852,0.11768699144795634
2024-03-13,518.57,-0.829999999999927,-0.00159799768964175,519.66,517.04,519.84,3854554,1999767368.0,0.0021814469901100166,0.11373968841757207
2024-03-12,519.4,5.36000000000001,0.0104272041086297,515.95,513.37,519.92,7437884,3851428277.0,0.0015992758497959192,0.1133079605672139
2024-03-11,514.04,-0.25,-0.000486107060218943,512.98,511.015,514.36,7239885,3717205491.0,-0.010373215789707653,0.11780322706376528
2024-03-08,514.29,-3.13999999999999,-0.00606845370388262,517.99,513.65,520.78,4825841,2491927579.0,0.0004862252485590464,0.11182684157524173
2024-03-07,517.43,5.08999999999992,0.00993480891595409,515.65,514.7,518.43,4647546,2403491256.0,0.006086941602311684,0.10869677302185375
2024-03-06,512.34,2.76000000000005,0.00541622512657492,513.1,510.93,514.575,4234149,2170663888.0,-0.009885783142241226,0.11103143765905334
2024-03-05,509.58,-5.19999999999999,-0.0101014025408912,512.75,507.35,513.165,5068767,2584175234.0,-0.0054016101275969446,0.1122948033144684
2024-03-04,514.78,-0.610000000000014,-0.00118356972389843,514.52,514.51,516.7199,4351501,2241774426.0,0.01015276790846627,0.11477352417944041
2024-03-01,515.39,4.94,0.00967773533157018,511.48,511.07,515.8,4582589,2356655950.0,0.001184270695697978,0.11471887787903247
2024-02-29,510.45,1.76999999999998,0.00347959424392542,510.53,507.82,512.209,5996139,3060683081.0,-0.009631206009112858,0.11263071474989342
2024-02-28,508.68,-0.639999999999986,-0.00125657739731404,507.81,507.42,509.3,4353528,2213580015.0,-0.0034735544624782686,0.10450374311127654
2024-02-27,509.32,0.899999999999977,0.00177019000039333,509.16,507.21,509.625,3729102,1896883824.0,0.0012573675526888176,0.10269295619639408
2024-02-26,508.42,-1.91999999999996,-0.00376219775051918,510.82,508.34,511.22,3721003,1895931012.0,-0.0017686250606295858,0.09804703024839674
2024-02-23,510.34,0.289999999999964,0.000568571708655943,511.78,509.57,512.63,4343166,2219162054.0,0.0037692926169266795,0.09895078861400267
2024-02-22,510.05,10.44,0.0208962991133084,506.45,505.474,510.94,4080068,2076249606.0,-0.0005684101330040221,0.09894331671209687
2024-02-21,499.61,0.449999999999989,0.000901514544434627,497.81,495.94,499.78,4243751,2113410830.0,-0.02068096606461271,0.11141228648342162
2024-02-20,499.16,-2.78999999999996,-0.00555832254208579,500.12,496.85,500.85,5928478,2955606236.0,-0.0009011084242614932,0.1039021931507727
2024-02-16,501.95,-2.40000000000003,-0.00475860017844757,504.14,501.19,505.29,4385953,2206883642.0,0.005573827497882041,0.10590302165689675
2024-02-15,504.35,3.30000000000001,0.00658616904500551,501.69,501.215,504.63,3963926,1994369987.0,0.004769958363308846,0.10487742596594264
2024-02-14,501.05,4.43000000000001,0.00892030123635779,499.23,496.79,501.5,4673909,2333649284.0,-0.006564574996506555,0.10555786375482211
2024-02-13,496.62,-6.75999999999999,-0.0134292184830545,496.92,493.07,503.2795,5465606,2715875786.0,-0.008880750378978463,0.10750910942549799
2024-02-12,503.38,-0.269999999999982,-0.000536086568053175,503.61,502.65,505.92,2628666,1325463277.0,0.013520205949497504,0.11437834434566951
2024-02-09,503.65,2.89999999999998,0.00579131303045427,501.3,500.91,504.07,2628828,1321643515.0,0.0005362303138332067,0.11407853416106814
2024-02-08,500.75,0.329999999999984,0.000659446065305112,500.57,499.65,501.09,4062984,2033484646.0,-0.005774607842762467,0.11405171408105227
2024-02-07,500.42,4.03000000000003,0.00811861641048375,498.67,497.8,500.94,5624994,2811712949.0,-0.0006592287262922463,0.11376583778602732
2024-02-06,496.39,1.33999999999997,0.00270679729320266,495.86,494.41,496.68,4469423,2214436238.0,-0.00808583773641653,0.11518467970234728
2024-02-05,495.05,-1.65999999999997,-0.00334199029614859,496.06,492.59,496.55,6850233,3391676116.0,-0.0027031405146952397,0.113072689900617
2024-02-02,496.71,5.06999999999999,0.0103124237246766,492.02,491.656,498.43,4709231,2334570054.0,0.0033475872191055093,0.11325917801894433
2024-02-01,491.64,6.44,0.0132728771640561,486.92,486.16,491.64,6417098,3141354402.0,-0.01025961344084924,0.11504612875591241
2024-01-31,485.2,-8.10000000000002,-0.016420028380296,490.94,485.19,491.44,10650461,5190666013.0,-0.013185564276884906,0.11620094566311753
2024-01-30,493.3,-0.370000000000005,-0.000749488524723002,492.88,492.45,493.98,4494626,2217033455.0,0.016556331169797642,0.12774632512243295
2024-01-29,493.67,3.85000000000002,0.00786003021518113,490.05,489.5,493.77,6073814,2988551668.0,0.0007497695316638803,0.12758130195901776
2024-01-26,489.82,-0.509999999999991,-0.0010401158403524,489.92,488.88,491.45,4097857,2008515779.0,-0.007829301093874568,0.1262838433777252
2024-01-25,490.33,2.71999999999997,0.0055782285022866,489.94,487.73,490.62,6638230,3248027130.0,0.0010406571362058582,0.12637396030874273
2024-01-24,487.61,0.370000000000005,0.000759379361300395,490.13,487.34,491.1,5547732,2713342661.0,-0.0055627278032521705,0.12472379596398149
2024-01-23,487.24,1.50999999999999,0.00310872295308091,486.37,485.19,487.41,2839726,1380862424.0,-0.0007590911786772613,0.12248067218237704
