Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Log_Returns,Rolling_Volatility,Scaled_Log_Returns,GARCH_Volatility,Heston_Volatility,LSTM_Volatility,Actual Volatility
2022-12-09,395.01,-2.94,-0.0073878627968337,396.64,394.85,399.34,3540520,1407559739.0,-0.0139275216247638,0.1796326732169108,-1.3927521624763806,0.1804732157757293,2.2908295440735005,0.18783484,0.1796326732169108
2022-12-12,400.55,5.54000000000002,0.0140249613933825,395.869,395.11,400.66,4998203,1991518777.0,-0.0036383612703926,0.1779018315585099,-0.3638361270392634,0.1861883966953584,2.2908295440735005,0.18559462,0.1779018315585099
2022-12-13,402.01,1.45999999999998,0.0036449881413056,410.33,399.13,410.44,5899668,2378028518.0,0.0060129171571199,0.1777561170912042,0.6012917157119948,0.1687534474242899,2.2908295440735005,0.18241282,0.1777561170912042
2022-12-14,399.6,-2.40999999999997,-0.0059948757493593,401.61,396.36,405.6,9398493,3769424066.0,0.0250868344297351,0.1809574066942588,2.50868344297351,0.1595544152583854,2.2908295440735005,0.18119621,0.1809574066942588
2022-12-15,389.7,-9.90000000000003,-0.0247747747747749,394.34,387.88,395.245,5864080,2286860412.0,0.0122897343576857,0.1687147627788359,1.2289734357685709,0.2297406588678846,2.2908295440735005,0.18490906,0.1687147627788359
2022-12-16,384.94,-4.75999999999999,-0.012214523992815,386.9,382.79,388.27,6667266,2568415660.0,0.0083477293852316,0.1654126245668523,0.8347729385231604,0.2245288056243295,2.2908295440735005,0.17282894,0.1654126245668523
2022-12-19,381.74,-3.19999999999999,-0.0083129838416376,385.26,380.01,385.56,4289680,1640100293.0,-0.001151953211479,0.1658109665337429,-0.1151953211479046,0.2106885570232804,2.2908295440735005,0.1629414,0.1658109665337429
2022-12-20,382.18,0.439999999999998,0.001152616964426,380.97,379.615,383.91,4451222,1702326558.0,-0.0148043116231202,0.1702615538496227,-1.48043116231202,0.1889573576058243,2.2908295440735005,0.16076814,0.1702615538496227
2022-12-21,387.88,5.69999999999999,0.0149144382228269,385.13,384.44,389.16,3875517,1501707583.0,0.0137059564301929,0.1681378912401105,1.3705956430192976,0.1955789162173706,2.2908295440735005,0.16755234,0.1681378912401105
2022-12-22,382.6,-5.27999999999997,-0.0136124574610704,384.76,376.49,385.08,6463781,2460523007.0,-0.0051877747704522,0.1641509862167116,-0.5187774770452203,0.2022554237266848,2.2908295440735005,0.16867343,0.1641509862167116
2022-12-23,384.59,1.98999999999995,0.0052012545739674,381.44,379.77,384.7601,3280122,1256429914.0,0.0038556775654647,0.1687895661402541,0.3855677565464701,0.184102894385223,2.2908295440735005,0.16372831,0.1687895661402541
2022-12-27,383.11,-1.47999999999996,-0.0038482539847628,384.55,381.42,384.87,4338979,1664665704.0,0.0122117672352359,0.1708066351417802,1.2211767235235926,0.168871872758903,2.2908295440735005,0.1667636,0.1708066351417802
2022-12-28,378.46,-4.65000000000003,-0.012137506199264,383.09,378.15,385.15,4684727,1783305021.0,-0.0171589210005347,0.1652687920474904,-1.7158921000534753,0.1770210177955516,2.2908295440735005,0.17107661,0.1652687920474904
2022-12-29,385.01,6.55000000000001,0.0173069809226867,381.37,380.84,386.06,5327278,2049928536.0,0.0020800298703489,0.1618246076689807,0.2080029870348967,0.1955486335161766,2.2908295440735005,0.16639696,0.1618246076689807
2022-12-30,384.21,-0.800000000000011,-0.0020778681073219,382.42,380.17,384.27,5289961,2022139459.0,0.0043821965425297,0.161506975949136,0.4382196542529797,0.176863932906317,2.2908295440735005,0.15922503,0.161506975949136
2023-01-03,382.53,-1.68000000000001,-0.004372608729601,386.12,379.6,388.1099,6454733,2469151494.0,-0.0077600514406036,0.1601744755618296,-0.7760051440603645,0.1634624671702859,2.2908295440735005,0.15645549,0.1601744755618296
2023-01-04,385.51,2.98000000000002,0.0077902386740909,384.94,381.77,387.63,3805557,1465300938.0,0.011426608726371,0.1662236177909229,1.1426608726371006,0.1555220855433499,2.2908295440735005,0.1552317,0.1662236177909229
2023-01-05,381.13,-4.38,-0.0113615729812456,383.44,380.53,383.545,4329717,1652942058.0,-0.0225702223790977,0.1619552354663135,-2.2570222379097733,0.1643343230943991,2.2908295440735005,0.16235283,0.1619552354663135
2023-01-06,389.83,8.69999999999999,0.022826856977934,384.35,381.23,391.03,4839005,1875513551.0,0.000692849563892,0.1628201859869217,0.0692849563892018,0.2113731992146524,2.2908295440735005,0.16088025,0.1628201859869217
2023-01-09,389.56,-0.269999999999982,-0.0006926095990559,392.17,389.43,395.5,3474727,1363800197.0,-0.0071618886031164,0.162933896788667,-0.7161888603116429,0.1898158617406665,2.2908295440735005,0.1602195,0.162933896788667
2023-01-10,392.36,2.80000000000001,0.0071875962624499,389.02,388.04,392.44,3649111,1424661364.0,-0.0123860197207104,0.1623913513713654,-1.238601972071048,0.1763241740569383,2.2908295440735005,0.1600604,0.1623913513713654
2023-01-11,397.25,4.88999999999999,0.0124630441431338,394.06,393.22,397.4,6273788,2478796589.0,-0.0038942326708579,0.1620180215181253,-0.389423267085795,0.1780262209217109,2.2908295440735005,0.15945116,0.1620180215181253
2023-01-12,398.8,1.55000000000001,0.0039018250471995,398.47,394.23,400.31,3988007,1588396634.0,-0.0039290814714335,0.161938528562532,-0.3929081471433526,0.1619403487819313,2.2908295440735005,0.15878534,0.161938528562532
2023-01-13,400.37,1.56999999999999,0.0039368104312938,395.46,395.15,400.92,3192790,1271612798.0,0.0018500005276356,0.1618897836789942,0.1850000527635693,0.1481794140612366,2.2908295440735005,0.1585141,0.1618897836789942
2023-01-17,399.63,-0.740000000000009,-0.0018482903314434,400.37,398.92,402.065,3510099,1404508275.0,0.0158901648520609,0.162119465879876,1.589016485206093,0.1359545705228076,2.2908295440735005,0.15847051,0.162119465879876
2023-01-18,393.33,-6.30000000000001,-0.0157645822385707,400.87,393.15,401.94,4348474,1725252012.0,0.0071441632666698,0.1567341690788149,0.7144163266669823,0.1693726019582112,2.2908295440735005,0.15881154,0.1567341690788149
2023-01-19,390.53,-2.80000000000001,-0.0071187043957999,391.1,389.08,392.8731,2999950,1172806487.0,-0.0181931613008946,0.1611037673818254,-1.819316130089465,0.1625286557801851,2.2908295440735005,0.15332964,0.1611037673818254
2023-01-20,397.7,7.17000000000002,0.0183596650705452,391.88,390.19,397.88,2645499,1044159838.0,-0.011798367126056,0.1529410369032613,-1.179836712605601,0.1898750979147256,2.2908295440735005,0.15522438,0.1529410369032613
2023-01-23,402.42,4.72000000000003,0.0118682423937642,398.55,397.6,404.52,5152423,2070205300.0,0.000671165989623,0.1565463499751621,0.0671165989623025,0.1869301940621734,2.2908295440735005,0.14926521,0.1565463499751621
2023-01-24,402.15,-0.270000000000039,-0.000670940808111,400.7521,399.5,403.04,4309892,1732514132.0,-0.0001740492563789,0.1566387439600987,-0.017404925637895,0.1685561971461681,2.2908295440735005,0.14992677,0.1566387439600987
2023-01-25,402.22,0.07000000000005,0.0001740644038295,397.75,395.42,402.57,4555266,1818420711.0,-0.0109290705321902,0.1656210391205362,-1.0929070532190206,0.152373986663877,2.2908295440735005,0.1511345,0.1656210391205362
2023-01-26,406.64,4.41999999999996,0.0109890109890109,405.04,401.92,406.8,3067578,1241081388.0,-0.0024806899702726,0.1662218302048848,-0.2480689970272665,0.1550093867587218,2.2908295440735005,0.16149575,0.1662218302048848
2023-01-27,407.65,1.00999999999999,0.0024837694275034,405.48,405.39,410.07,4013017,1637143870.0,0.0127884031896009,0.1657801777251231,1.2788403189600948,0.1410892314153767,2.2908295440735005,0.16703595,0.1657801777251231
2023-01-30,402.47,-5.17999999999995,-0.0127069790261252,404.66,402.2,407.02,3457432,1396824523.0,-0.0144061299015407,0.1706225256871575,-1.4406129901540723,0.1591540279924051,2.2908295440735005,0.1670391,0.1706225256871575
2023-01-31,408.31,5.83999999999998,0.0145103982905558,403.0,402.67,408.4,6121226,2483626462.0,-0.0106215522673755,0.1650768254180223,-1.0621552267375516,0.1720802934924149,2.2908295440735005,0.17123938,0.1650768254180223
2023-02-01,412.67,4.36000000000001,0.0106781612010483,407.1,404.22,415.59,5194565,2127081368.0,-0.014410892578139,0.170137517804945,-1.4410892578139016,0.1695204813999555,2.2908295440735005,0.16643444,0.170137517804945
2023-02-02,418.66,5.99000000000001,0.0145152300869945,416.8,414.8,420.25,4883296,2039808492.0,0.0103481073713226,0.166198621318049,1.03481073713226,0.1796749613831535,2.2908295440735005,0.16933988,0.166198621318049
2023-02-03,414.35,-4.31,-0.0102947499163999,413.52,413.04,418.95,4385968,1823515964.0,0.0061732327013625,0.1677957902915808,0.6173232701362538,0.1792741064217845,2.2908295440735005,0.1665947,0.1677957902915808
2023-02-06,411.8,-2.55000000000001,-0.0061542174490165,411.74,410.03,413.24,2578974,1062338301.0,-0.0128361555915024,0.1721579554736601,-1.2836155591502494,0.1686029607829372,2.2908295440735005,0.16685691,0.1721579554736601
2023-02-07,417.12,5.31999999999999,0.0129188926663429,410.77,409.53,418.43,5584762,2308540586.0,0.010968061837661,0.1732826759804305,1.0968061837661065,0.1735411490918314,2.2908295440735005,0.17220211,0.1732826759804305
2023-02-08,412.57,-4.55000000000001,-0.0109081319524358,415.05,411.88,416.46,2872002,1187604224.0,0.0085195978048185,0.1710773618258688,0.851959780481858,0.1764099688778631,2.2908295440735005,0.17576852,0.1710773618258688
2023-02-09,409.07,-3.5,-0.0084834088760695,416.3775,407.73,416.52,3378847,1390907309.0,-0.00217330342065,0.1712666776266006,-0.2173303420650058,0.1716067520914665,2.2908295440735005,0.17395464,0.1712666776266006
2023-02-10,409.96,0.889999999999986,0.0021756667563008,407.71,406.93,410.36,2655938,1085453371.0,-0.0116886652218664,0.1712016236901608,-1.1688665221866423,0.1552477776651948,2.2908295440735005,0.17255197,0.1712016236901608
2023-02-13,414.78,4.81999999999999,0.0117572446092302,410.669,410.19,414.85,3757214,1554837656.0,0.0005305423714287,0.1669432277409305,0.0530542371428795,0.1596246732760539,2.2908295440735005,0.17192703,0.1669432277409305
2023-02-14,414.56,-0.21999999999997,-0.0005304016587105,413.16,410.446,417.0,4222803,1748336106.0,-0.0031790402959696,0.1731067135851508,-0.3179040295969603,0.1448797668780515,2.2908295440735005,0.16697857,0.1731067135851508
2023-02-15,415.88,1.31999999999999,0.0031840988035507,412.26,411.44,415.96,2969115,1229236853.0,0.0135569036705592,0.1737281410863279,1.355690367055925,0.1329107286294323,2.2908295440735005,0.17203811,0.1737281410863279
2023-02-16,410.28,-5.60000000000002,-0.0134654227180918,410.74,410.08,414.82,3347288,1380469051.0,0.0027824576785936,0.1745294610357704,0.2782457678593666,0.1568410953707519,2.2908295440735005,0.17569144,0.1745294610357704
2023-02-17,409.14,-1.13999999999999,-0.0027785902310616,407.95,405.95,409.39,2039030,831264175.0,0.0200211582848168,0.1745959371726226,2.002115828481688,0.1443139419642945,2.2908295440735005,0.17759532,0.1745959371726226
2023-02-21,401.03,-8.11000000000001,-0.0198220657965489,404.92,400.68,406.0,6280646,2527244538.0,0.0016970729571566,0.1646005961383488,0.1697072957156684,0.1946675231906672,2.2908295440735005,0.17776069,0.1646005961383488
2023-02-22,400.35,-0.67999999999995,-0.0016956337431113,401.38,398.85,402.98,4145859,1661824745.0,-0.0052565485195792,0.1646992167481473,-0.525654851957927,0.1758239799803084,2.2908295440735005,0.16585565,0.1646992167481473
2023-02-23,402.46,2.10999999999996,0.005270388410141,403.46,398.1,404.045,4570022,1832979112.0,0.0108673640306808,0.1644031989977961,1.0867364030680808,0.1615724633201408,2.2908295440735005,0.1603388,0.1644031989977961
2023-02-24,398.11,-4.34999999999997,-0.0108085275555334,397.21,395.48,399.07,4450443,1768466724.0,-0.0034854161987879,0.160703058196594,-0.3485416198787978,0.1669450585994261,2.2908295440735005,0.15949115,0.160703058196594
2023-02-27,399.5,1.38999999999999,0.0034914973248599,401.74,398.61,403.15,4547747,1821463822.0,0.0038371396472937,0.1605724395881943,0.3837139647293723,0.1520579693464906,2.2908295440735005,0.15624042,0.1605724395881943
2023-02-28,397.97,-1.52999999999997,-0.0038297872340424,399.06,397.97,401.11,5191528,2072358843.0,0.0035744890297069,0.1605498242375326,0.3574489029706998,0.1417140596926903,2.2908295440735005,0.15528962,0.1605498242375326
2023-03-01,396.55,-1.42000000000002,-0.0035681081488554,397.22,395.2,398.5,6327361,2510452470.0,-0.0078370700788656,0.1635801525202311,-0.7837070078865659,0.1326395668297497,2.2908295440735005,0.15535244,0.1635801525202311
2023-03-02,399.67,3.12,0.0078678602950447,394.498,394.2023,400.53,3004474,1193844251.0,-0.0159109779178285,0.1628549444250955,-1.5910977917828553,0.1307634123000701,2.2908295440735005,0.1592481,0.1628549444250955
2023-03-03,406.08,6.40999999999997,0.0160382315410213,401.58,400.91,406.34,3167297,1280559898.0,-0.0011321406047931,0.1570045376774985,-0.1132140604793149,0.1588439623079441,2.2908295440735005,0.16039251,0.1570045376774985
2023-03-06,406.54,0.460000000000036,0.0011327817178881,407.06,405.9641,409.38,5754570,2344558486.0,0.0158928308238939,0.1570021726166924,1.5892830823893975,0.1439360404970519,2.2908295440735005,0.15383163,0.1570021726166924
2023-03-07,400.13,-6.41000000000003,-0.0157672061789738,406.34,399.49,406.58,3536209,1421700826.0,-0.0017479029619904,0.1488996712741381,-0.1747902961990471,0.1744672552722815,2.2908295440735005,0.15133822,0.1488996712741381
2023-03-08,400.83,0.699999999999989,0.0017494314347836,400.3,398.44,401.5899,3423540,1369627891.0,0.0186850722165843,0.1502293156862691,1.8685072216584333,0.1575722033799249,2.2908295440735005,0.14406745,0.1502293156862691
2023-03-09,393.41,-7.41999999999996,-0.0185115884539579,401.63,392.32,403.33,3578709,1423840915.0,0.0141563116159825,0.138127731901145,1.4156311615982509,0.1961201329108835,2.2908295440735005,0.1429728,0.138127731901145
2023-03-10,387.88,-5.53000000000003,-0.0140565821916068,392.85,386.11,394.945,6751220,2629917709.0,0.0020904582101452,0.1297291819057398,0.209045821014522,0.2042169895023079,2.2908295440735005,0.13417052,0.1297291819057398
2023-03-13,387.07,-0.810000000000002,-0.0020882747241414,383.5,382.37,392.05,5579127,2166958505.0,-0.0166787956527433,0.1396244059822942,-1.667879565274336,0.1843758812148118,2.2908295440735005,0.124255285,0.1396244059822942
2023-03-14,393.58,6.50999999999999,0.0168186632908776,392.32,388.82,395.26,6004891,2356422632.0,0.0061676674348691,0.133137754202444,0.6167667434869198,0.1989504481553251,2.2908295440735005,0.12958948,0.133137754202444
2023-03-15,391.16,-2.41999999999996,-0.0061486864169926,387.59,385.45,391.2,7838392,3045556724.0,-0.0170589017302967,0.1417259287244499,-1.7058901730296758,0.185053685191614,2.2908295440735005,0.1285048,0.1417259287244499
2023-03-16,397.89,6.72999999999996,0.0172052357091726,388.66,388.05,398.25,6543846,2586102332.0,0.0119334968619751,0.135714653350474,1.193349686197511,0.2008955115128021,2.2908295440735005,0.13459633,0.135714653350474
2023-03-17,393.17,-4.71999999999997,-0.0118625750835657,396.6,391.86,397.7,6487547,2555031519.0,-0.0098704992499597,0.1297458768824731,-0.9870499249959758,0.2006449792031741,2.2908295440735005,0.13261731,0.1297458768824731
2023-03-20,397.07,3.89999999999998,0.0099193732990817,394.14,393.38,397.5,4602565,1822137195.0,-0.0129114767508584,0.1330001273458297,-1.2911476750858468,0.1907607752147804,2.2908295440735005,0.126272,0.1330001273458297
2023-03-21,402.23,5.16000000000003,0.0129951897650289,400.63,398.95,402.82,8656680,3470254112.0,0.0168985618752261,0.1304850664387994,1.6898561875226117,0.1908718038111496,2.2908295440735005,0.12630773,0.1304850664387994
2023-03-22,395.49,-6.74000000000001,-0.0167565820550432,402.13,395.41,405.87,4659897,1870949779.0,0.001644882888301,0.1218080742836925,0.1644882888301027,0.2106604104200191,2.2908295440735005,0.12534432,0.1218080742836925
2023-03-23,394.84,-0.650000000000034,-0.0016435308098815,396.89,392.08,401.02,4743633,1879981206.0,-0.0065885204694345,0.1312610576582442,-0.658852046943451,0.1896646562106731,2.2908295440735005,0.11826619,0.1312610576582442
2023-03-24,397.45,2.61000000000001,0.0066102725154493,393.54,391.09,397.524,4867812,1922484337.0,-0.0017345622066657,0.130433542217406,-0.1734562206665764,0.1752520805485984,2.2908295440735005,0.12312642,0.130433542217406
2023-03-27,398.14,0.689999999999998,0.0017360674298653,399.93,397.29,400.625,4509654,1798651873.0,0.0018603721080708,0.1313916412731903,0.1860372108070846,0.1582482231003436,2.2908295440735005,0.12557024,0.1313916412731903
2023-03-28,397.4,-0.740000000000009,-0.0018586426885015,397.47,395.4001,398.21,2419012,960207510.0,-0.0143653710133146,0.1313370448624986,-1.436537101331461,0.1445676315444975,2.2908295440735005,0.1269841,0.1313370448624986
2023-03-29,403.15,5.75,0.0144690488173125,401.66,400.45,403.37,4369062,1756134226.0,-0.0055408655870733,0.1256640629027324,-0.5540865587073374,0.1615342837500869,2.2908295440735005,0.12707873,0.1256640629027324
2023-03-30,405.39,2.24000000000001,0.0055562445739799,405.84,403.4812,406.1,4066361,1647012622.0,-0.0139382760387679,0.1250230131627738,-1.393827603876799,0.1498642097315113,2.2908295440735005,0.12229453,0.1250230131627738
2023-03-31,411.08,5.69,0.0140358666962678,406.48,406.35,411.44,4224549,1729510837.0,-0.0035453280135759,0.1188511157930029,-0.3545328013575989,0.1636152874341137,2.2908295440735005,0.11964814,0.1188511157930029
2023-04-03,412.54,1.46000000000004,0.0035516201226039,410.71,410.2,413.16,4455343,1835425447.0,0.0051277801703158,0.1201219996327745,0.5127780170315881,0.1492519091392035,2.2908295440735005,0.11419531,0.1201219996327745
2023-04-04,410.43,-2.11000000000001,-0.0051146555485529,413.42,409.0,413.69,3496476,1436595225.0,0.0023661721756997,0.1240661531717295,0.2366172175699788,0.1416684786603012,2.2908295440735005,0.11351506,0.1240661531717295
2023-04-05,409.46,-0.970000000000027,-0.0023633749969544,409.74,407.65,410.48,3698876,1512739131.0,-0.0037783266760538,0.1264876256672756,-0.3778326676053823,0.1309581194897188,2.2908295440735005,0.117297165,0.1264876256672756
2023-04-06,411.01,1.55000000000001,0.0037854735505299,408.57,407.44,411.265,2975475,1219841839.0,-0.0011428711623429,0.1263722857103782,-0.1142871162342986,0.1217149404766201,2.2908295440735005,0.121202946,0.1263722857103782
2023-04-10,411.48,0.470000000000027,0.0011435244884553,408.37,407.76,411.5,2778047,1138177210.0,2.430281305178701e-05,0.1263739205660318,0.0024302813051787,0.1121128141895262,2.2908295440735005,0.122299165,0.1263739205660318
2023-04-11,411.47,-0.0099999999999909,-2.43025177408158e-05,412.02,410.69,412.97,3656985,1505933837.0,0.003749700035058,0.1308637268597688,0.3749700035058093,0.1041105410358778,2.2908295440735005,0.12207812,0.1308637268597688
2023-04-12,409.93,-1.54000000000002,-0.0037426786886043,413.68,409.225,413.94,3958994,1629661507.0,-0.0129424976756213,0.132345532533307,-1.2942497675621354,0.1021593849564004,2.2908295440735005,0.12521638,0.132345532533307
2023-04-13,415.27,5.33999999999998,0.0130266143000024,411.04,410.5,415.62,3570097,1476932880.0,0.0024592547836684,0.1293885998539073,0.2459254783668443,0.1271452920594286,2.2908295440735005,0.12769046,0.1293885998539073
2023-04-14,414.25,-1.01999999999998,-0.0024562332940014,414.64,411.85,416.89,3546711,1468344106.0,-0.0036866179122957,0.1344342283674414,-0.3686617912295782,0.1188465563827944,2.2908295440735005,0.12598416,0.1344342283674414
2023-04-17,415.78,1.52999999999997,0.0036934218467108,414.14,412.88,415.85,2482668,1028248274.0,-0.0005770618097138,0.1341213636093819,-0.0577061809713899,0.1114546210465936,2.2908295440735005,0.12874413,0.1341213636093819
2023-04-18,416.02,0.240000000000009,0.0005772283419116,417.44,414.6,417.52,2653384,1103383886.0,7.211451788552562e-05,0.1355089541630432,0.0072114517885525,0.1034130585537728,2.2908295440735005,0.12978902,0.1355089541630432
2023-04-19,415.99,-0.0299999999999727,-7.2111917696199e-05,414.02,413.98,416.87,2936952,1220667430.0,0.0056168411396187,0.138547509324316,0.5616841139618758,0.0968302305462343,2.2908295440735005,0.13095252,0.138547509324316
2023-04-20,413.66,-2.32999999999998,-0.0056010961801966,412.96,412.0701,415.5,3279818,1357647235.0,-0.0005558576664178,0.1426078220500355,-0.0555857666417852,0.1013213140219,2.2908295440735005,0.13353887,0.1426078220500355
2023-04-21,413.89,0.229999999999961,0.000556012183919,413.99,412.0,414.46,3383997,1399528636.0,-0.0012555838906546,0.1428604612092469,-0.1255583890654667,0.0949109149848462,2.2908295440735005,0.13750234,0.1428604612092469
2023-04-24,414.41,0.520000000000039,0.0012563724661142,413.75,412.39,414.8496,3398523,1406662251.0,0.0160054010204308,0.1428853266736387,1.600540102043085,0.0896187188055339,2.2908295440735005,0.13892777,0.1428853266736387
2023-04-25,407.83,-6.58000000000004,-0.0158779952221231,412.34,407.79,412.89,3686817,1510152357.0,0.00407862973269,0.1353390911228055,0.4078629732690005,0.1438560524689417,2.2908295440735005,0.1388491,0.1353390911228055
2023-04-26,406.17,-1.65999999999997,-0.0040703234190715,408.47,405.54,409.59,5637873,2294667550.0,-0.0196495839418851,0.134789145157999,-1.9649583941885165,0.1352537092884168,2.2908295440735005,0.13255763,0.134789145157999
2023-04-27,414.23,8.06,0.0198439077233671,408.75,408.55,414.49,4156062,1713547498.0,-0.0082463292916157,0.1238258195948323,-0.8246329291615763,0.1794802701060843,2.2908295440735005,0.1293462,0.1238258195948322
2023-04-28,417.66,3.43000000000001,0.0082804239190787,413.27,413.23,417.74,3871085,1611522769.0,0.0007185456944927,0.1242344491356253,0.0718545694492769,0.1697587356534142,2.2908295440735005,0.12008805,0.1242344491356252
2023-05-01,417.36,-0.300000000000011,-0.000718287602356,417.29,417.1,419.42,2813270,1176341054.0,0.0112524529252046,0.1249731704636638,1.1252452925204606,0.1537097934490852,2.2908295440735005,0.11723232,0.1249731704636638
2023-05-02,412.69,-4.67000000000002,-0.011189380870232,416.54,409.59,416.64,4604715,1897677185.0,0.0072227062205988,0.1189520526777659,0.7222706220598824,0.1623765918969635,2.2908295440735005,0.118151106,0.1189520526777659
2023-05-03,409.72,-2.96999999999997,-0.0071966851631974,413.18,409.56,415.64,3746353,1545793883.0,0.007004853644528,0.1192871023305568,0.7004853644528037,0.1570340015767876,2.2908295440735005,0.1144547,0.1192871023305568
2023-05-04,406.86,-2.86000000000001,-0.0069803768427218,408.65,405.54,409.025,4185948,1704244536.0,-0.0181212031595503,0.1172781224125104,-1.8121203159550352,0.1521864963503576,2.2908295440735005,0.113238625,0.1172781224125103
2023-05-05,414.3,7.44,0.0182863884382834,410.68,410.43,415.53,2992865,1237053881.0,-0.0005308752326605,0.1096858222543713,-0.0530875232660508,0.1827223717866732,2.2908295440735005,0.11150325,0.1096858222543712
2023-05-08,414.52,0.21999999999997,0.000531016171856,414.78,413.1,415.06,2955667,1224717594.0,0.0040853383707166,0.1116314557674003,0.4085338370716619,0.1646072489161305,2.2908295440735005,0.10519743,0.1116314557674003
2023-05-09,412.83,-1.69,-0.0040770047283605,412.92,412.48,413.88,2571939,1062527929.0,-0.004205952538203,0.1103398769159936,-0.4205952538203,0.1526560828388553,2.2908295440735005,0.10428708,0.1103398769159936
2023-05-10,414.57,1.74000000000001,0.0042148099702056,415.7,410.67,416.3428,3186117,1318727300.0,0.0014966448986881,0.1136068894088881,0.1496644898688194,0.1405654365146808,2.2908295440735005,0.10402505,0.1136068894088881
2023-05-11,413.95,-0.620000000000005,-0.0014955254842366,413.74,411.75,414.21,2509843,1037257372.0,0.0013053569828804,0.114536734566589,0.1305356982880491,0.1291543372968335,2.2908295440735005,0.10633943,0.114536734566589
