Price,Close,High,Low,Open,Volume,Log_Returns
Ticker,GLD,GLD,GLD,GLD,GLD,
Date,,,,,,
2020-03-17,143.55999755859375,146.1999969482422,139.92999267578125,140.17999267578125,24490300,0.01346442633870517
2020-03-18,140.6999969482422,142.8800048828125,138.5,141.75,21953400,-0.02012310684271081
2020-03-19,138.0399932861328,140.5,137.85000610351562,139.0800018310547,20828900,-0.019086492837834465
2020-03-20,140.11000061035156,141.1699981689453,139.13999938964844,140.7100067138672,20056000,0.014884383146683595
2020-03-23,146.3000030517578,146.92999267578125,142.27999877929688,142.67999267578125,28275200,0.043231496146295734
2020-03-24,153.39999389648438,155.66000366210938,152.0500030517578,153.5,20743500,0.047389520259250466
2020-03-25,151.3000030517578,152.8800048828125,151.00999450683594,152.5800018310547,16457200,-0.013784208180364264
2020-03-26,153.24000549316406,154.80999755859375,152.0800018310547,153.30999755859375,12778200,0.012740714714697083
2020-03-27,152.25,153.5500030517578,152.0,153.0,9824600,-0.006481449089244015
2020-03-30,152.9199981689453,153.0800018310547,151.57000732421875,152.41000366210938,12080900,0.004390990264267052
2020-03-31,148.0500030517578,151.8000030517578,147.97000122070312,151.36000061035156,13319500,-0.032364821693651916
2020-04-01,149.4499969482422,150.0800018310547,147.85000610351562,148.1999969482422,11827400,0.009411793149400162
2020-04-02,151.89999389648438,152.5,150.6999969482422,151.1999969482422,9188300,0.01626050111056189
2020-04-03,152.64999389648438,153.08999633789062,151.66000366210938,152.22999572753906,8469100,0.004925309776577716
2020-04-06,156.8800048828125,157.22000122070312,153.9600067138672,154.16000366210938,14739300,0.02733353381543522
2020-04-07,156.0399932861328,156.13999938964844,154.3800048828125,155.3300018310547,9195400,-0.005368871400719198
2020-04-08,154.64999389648438,155.94000244140625,154.58999633789062,155.91000366210938,7600800,-0.008947881947437637
2020-04-09,158.69000244140625,159.0800018310547,157.2100067138672,158.0800018310547,18123000,0.025788169295063085
2020-04-13,161.41000366210938,162.3800048828125,158.6300048828125,159.1699981689453,20549200,0.01699510551392902
2020-04-14,162.67999267578125,164.4199981689453,161.77999877929688,162.72999572753906,17095100,0.007837301543346824
2020-04-15,161.85000610351562,162.5399932861328,160.80999755859375,161.8000030517578,12141900,-0.005115017933585634
2020-04-16,161.7100067138672,163.14999389648438,160.64999389648438,161.8800048828125,9233200,-0.0008653689753940822
2020-04-17,158.57000732421875,160.07000732421875,158.1199951171875,159.72000122070312,14652700,-0.019608466717140425
2020-04-20,159.6999969482422,160.22000122070312,158.4600067138672,158.6199951171875,10688700,0.007100853720992193
2020-04-21,158.61000061035156,159.2100067138672,157.0399932861328,157.60000610351562,12478100,-0.006848673348053854
2020-04-22,161.72999572753906,161.74000549316406,160.4199981689453,160.5,12902100,0.019479888950845802
2020-04-23,163.33999633789062,163.60000610351562,161.83999633789062,162.38999938964844,14928500,0.009905643795524405
2020-04-24,162.63999938964844,163.30999755859375,160.88999938964844,163.1300048828125,11199300,-0.004294729942651925
2020-04-27,161.55999755859375,162.0,160.41000366210938,161.8800048828125,9033500,-0.00666258998355511
2020-04-28,160.83999633789062,160.97999572753906,159.16000366210938,160.88999938964844,10383000,-0.004466516323334757
2020-04-29,161.72999572753906,161.85000610351562,159.75999450683594,160.10000610351562,12232300,0.005518192454017435
