Date,SPY,Close,SPY.2,SPY.3,SPY.4,Unnamed: 6,Log_Returns
2020-03-18,222.50987243652344,230.26989971077225,211.40292526517004,219.0331556797028,327597100.0,-0.0519596495217728,-0.03092168736474275
2020-03-19,222.9826812744141,229.35203543435009,215.29682632905445,221.81450963937905,289322000.0,0.0021226348744788,-0.003994002141275807
2020-03-20,213.37342834472656,227.9868950705425,213.093652650611,226.17769504257595,347158800.0,-0.0440502906056651,-0.005969946257557263
2020-03-23,207.91786193847656,214.1940958101005,203.54407726275932,212.8045663726438,326025200.0,-0.0259007082086094,-0.06240555581975799
2020-03-24,226.75588989257807,227.64184863747488,218.0363112468717,218.61450391829229,235494500.0,0.0867309567449737,0.06089096086149957
2020-03-25,230.15049743652344,239.065938764281,223.58516658506264,228.3599526588523,299430300.0,0.0148593676904663,0.048965853707369854
2020-03-26,243.58889770507807,245.08099675224292,232.2580891333931,232.69640105498817,257632800.0,0.0567485272549767,0.024849346606805444
2020-03-27,236.33343505859372,243.2251719122583,234.1232342411207,236.19355433469624,224341200.0,-0.0302382905785929,-0.007601107233022275
2020-03-30,244.00852966308597,244.73593787908047,236.43601632222865,238.4597047415963,171369500.0,0.0319595140225856,0.006192177055860898
2020-03-31,240.3715362548828,245.57529937673385,238.9446956843777,242.99207332581065,194881100.0,-0.0150173882687514,0.0034237939244173583
2020-04-01,229.55360412597656,240.2875642752323,227.4553078753553,231.2602201174131,189554600.0,-0.0460492226451095,-0.021767228072948876
2020-04-02,234.8506622314453,235.6433434502169,228.09880553341145,228.65835693606,177660400.0,0.02281326087112,-0.01951698521327299
2020-04-03,231.4561004638672,236.2402211530827,228.68634787853023,233.85281401330948,135561200.0,-0.0145596075565922,0.002529768213854893
2020-04-06,247.0020904541016,248.9978169548972,231.4374074073716,240.455416523571,188061200.0,0.0650065752506297,0.05259495560430774
2020-04-07,247.25393676757807,256.4864356164454,247.0301275828681,255.72171628872945,201427200.0,0.0010190926216459,0.029631651448667272
2020-04-08,255.55377197265625,257.3909476285482,247.36575673359567,249.89302944623276,153774500.0,0.0330169527284962,0.003520345419807868
2020-04-09,259.4427490234375,262.2404780418356,256.8968053711056,258.86452778659265,189999200.0,0.0151032126128886,0.018665811865827574
2020-04-13,257.0740051269531,258.79927710047826,253.1105555612745,258.4542283977677,114839100.0,-0.0091720567963378,-0.013209168563138219
2020-04-14,264.6557922363281,265.6909380967998,256.93406289185134,262.0352555449032,134143400.0,0.0290660833308538,0.026280977065703606
2020-04-15,259.03240966796875,264.7957245378407,256.88746704010765,258.85521788905936,121775000.0,-0.0214768967425279,-0.0033750684863625073
2020-04-16,260.2820129394531,261.149301941165,257.1672119683842,260.3286303636444,131798300.0,0.0048125206189367,-0.013866396067342355
2020-04-17,267.3136901855469,267.92916551234094,263.3595472336006,266.1386349144531,146684800.0,0.0266571300467812,0.02563035592559474
2020-04-20,262.60406494140625,267.4534713871976,262.38025581497163,263.5552821887136,100109300.0,-0.0177753970468581,-0.0017770253181080347
2020-04-21,254.630615234375,259.2934962639968,253.67936928995317,258.07182371103323,126385700.0,-0.0308335140813832,-0.030985002134881895
2020-04-22,260.2820129394531,262.0539019582094,258.23966886447624,259.5825808167889,92951600.0,0.0219517810814599,0.010589604933321334
2020-04-23,260.2633972167969,264.7957331114833,259.95565954134184,261.57833329550306,104709700.0,-7.152391434436164e-05,0.010408495039742652
2020-04-24,263.89111328125,264.57190421689205,259.7224961366366,261.80215150389427,85063200.0,0.0138423839446081,-0.0008456463604746939
2020-04-27,267.696044921875,268.83378927118895,265.42989109446245,265.89617929565713,77896600.0,0.014315607751269,0.015980240937555817
2020-04-28,266.4649963378906,271.75268722543615,266.1572302676305,271.3983037311806,105270000.0,-0.00460928696935,0.010799109663709023
2020-04-29,273.440673828125,274.9980886853594,270.8294717165585,271.8739525611851,118745600.0,0.0258417944721974,0.011871732860873285
2020-04-30,270.89471435546875,273.54322705040823,269.13213187491306,272.04176473808707,122901700.0,-0.0093544461498789,-0.005304486661520151
2020-05-01,263.7232360839844,271.0626063501023,262.5388460753186,266.0733179026497,125180000.0,-0.0268300323992574,-0.00910984680501693
2020-05-04,264.4505615234375,264.75829905588773,260.30992214526503,261.8113557216955,80873200.0,0.002754115794791,-0.023532483186159636
2020-05-05,266.8939514160156,269.7476319526153,264.5811524850615,267.31362203726525,79569900.0,0.0091970729202241,0.018669494670774958
2020-05-06,265.084716796875,269.01085362215787,264.6464049570007,268.6191876562887,73632600.0,-0.0068019328698312,-0.002735098599799318
2020-05-07,268.2835693359375,270.24198544905727,267.77066370487006,268.34885651370183,75250400.0,0.0119950547369914,0.004566073191234515
2020-05-08,272.72265625,273.19827934134696,270.316593098453,271.46367236465323,76452400.0,0.0164108519648108,0.010880029495017709
2020-05-11,272.7785949707031,274.1774595602965,270.3352493744758,270.76422654649195,79514200.0,0.0002050910819141,0.0035777298620701036
2020-05-12,267.3416442871094,274.4012248219,267.20173508258847,273.9815825882423,95870800.0,-0.0201330516362497,0.0008158001044670248
2020-05-13,262.61346435546875,267.8265619130313,260.15144951971445,266.7727462504532,144721100.0,-0.0178441732666035,-0.024251745505008665
2020-05-14,265.7562866210937,265.88683251239354,254.5840115754102,260.1421871758185,121977900.0,0.0118964392850231,-0.007268837400442574
2020-05-15,266.9779052734375,267.0245226980321,262.37097670882946,263.33152902720104,111146300.0,0.004586230101891,0.004269722920730272
2020-05-18,275.1100158691406,276.7420244378559,272.96510170567467,273.291480651441,119703800.0,0.0300051721795359,0.03574525302703815
2020-05-19,272.2842712402344,276.23838517730223,272.26562996202875,274.50380712527533,95189300.0,-0.0103244399733018,-0.0018215451797344308
2020-05-20,276.90985107421875,277.78647500066535,275.64156107168105,275.8747051274388,85861700.0,0.0168453704348659,0.005588535691307417
2020-05-21,274.998046875,277.59994218127207,273.8882790313198,276.7792706538484,78293900.0,-0.0069280104637306,-0.0006717226804125281
2020-05-22,275.5203552246094,275.6975470054014,273.45003461848734,274.7090183651781,63958200.0,0.001897515157838,-0.00687659969434075
2020-05-26,278.9148864746094,281.81521335043,275.5389650740478,281.5727344233284,88951400.0,0.0122451583534354,0.021947163689157258
2020-05-27,283.0647888183594,283.1020998267104,276.8538293160821,281.7498532586017,104817400.0,0.0147691383154706,0.0045560250050507185
2020-05-28,282.5426330566406,286.1516986602348,281.8618421354063,284.1093543565007,90405200.0,-0.00184635452033,0.010714475743745382
2020-05-29,283.80157470703125,284.3984086310391,279.2785747846173,282.06696830607984,119090800.0,0.0044458606860798,-0.006145982712894072
