Price,Close,High,Low,Open,Volume,Log_Returns
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,
Date,,,,,,
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,-0.07264505770911892
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,0.04124552567019178
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,0.002448204386069575
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,0.1671043242496126
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,0.0012244500086869695
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,-0.0022144850761294074
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,-0.05907702386252891
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,0.09578323765146265
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,0.04844470857364082
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,-0.00801155993972081
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,0.005281211361417012
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,-0.03741337669931112
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,-0.03581324079079013
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,-0.052650213305665085
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,0.08226844860278629
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,0.001368107409615196
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,0.025777803165675912
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,0.02788875596596145
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,-0.008906283829348233
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,0.019725803844387817
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,-0.011186860819705755
